,order_details_id,order_id,order_date,order_time,item_id,item_name,category,price,tax,total_revenu,dayofweek,hour
743,750,330,2023-01-06,2026-04-10 13:27:11,107.0,Orange Chicken,Asian,16.5,1.32,17.82,4,13
744,751,330,2023-01-06,2026-04-10 13:27:11,103.0,Hot Dog,American,9.0,0.72,9.72,4,13
745,752,330,2023-01-06,2026-04-10 13:27:11,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,4,13
746,753,330,2023-01-06,2026-04-10 13:27:11,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,4,13
747,754,330,2023-01-06,2026-04-10 13:27:11,124.0,Spaghetti,Italian,14.5,1.16,15.66,4,13
748,755,330,2023-01-06,2026-04-10 13:27:11,125.0,Spaghetti & Meatballs,Italian,17.95,1.44,19.39,4,13
749,756,330,2023-01-06,2026-04-10 13:27:11,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,4,13
750,757,330,2023-01-06,2026-04-10 13:27:11,112.0,Salmon Roll,Asian,14.95,1.2,16.15,4,13
751,758,330,2023-01-06,2026-04-10 13:27:11,118.0,Steak Burrito,Mexican,14.95,1.2,16.15,4,13
752,759,330,2023-01-06,2026-04-10 13:27:11,120.0,Steak Torta,Mexican,13.95,1.12,15.07,4,13
753,760,330,2023-01-06,2026-04-10 13:27:11,122.0,Chips & Salsa,Mexican,7.0,0.56,7.5600000000000005,4,13
754,761,330,2023-01-06,2026-04-10 13:27:11,122.0,Chips & Salsa,Mexican,7.0,0.56,7.5600000000000005,4,13
755,762,330,2023-01-06,2026-04-10 13:27:11,131.0,Chicken Parmesan,Italian,17.95,1.44,19.39,4,13
756,763,330,2023-01-06,2026-04-10 13:27:11,114.0,Potstickers,Asian,9.0,0.72,9.72,4,13
757,764,331,2023-01-06,2026-04-10 13:43:30,119.0,Chicken Torta,Mexican,11.95,0.96,12.91,4,13
758,765,332,2023-01-06,2026-04-10 14:12:01,120.0,Steak Torta,Mexican,13.95,1.12,15.07,4,14
759,766,332,2023-01-06,2026-04-10 14:12:01,105.0,Mac & Cheese,American,7.0,0.56,7.5600000000000005,4,14
760,767,332,2023-01-06,2026-04-10 14:12:01,106.0,French Fries,American,7.0,0.56,7.5600000000000005,4,14
761,768,333,2023-01-06,2026-04-10 14:16:36,103.0,Hot Dog,American,9.0,0.72,9.72,4,14
762,769,334,2023-01-06,2026-04-10 14:24:18,116.0,Steak Tacos,Mexican,13.95,1.12,15.07,4,14
763,770,334,2023-01-06,2026-04-10 14:24:18,113.0,Edamame,Asian,5.0,0.4,5.4,4,14
764,771,334,2023-01-06,2026-04-10 14:24:18,105.0,Mac & Cheese,American,7.0,0.56,7.5600000000000005,4,14
765,772,334,2023-01-06,2026-04-10 14:24:18,106.0,French Fries,American,7.0,0.56,7.5600000000000005,4,14
766,773,335,2023-01-06,2026-04-10 14:24:47,128.0,Cheese Lasagna,Italian,15.5,1.24,16.74,4,14
767,774,336,2023-01-06,2026-04-10 14:51:41,119.0,Chicken Torta,Mexican,11.95,0.96,12.91,4,14
768,775,337,2023-01-06,2026-04-10 15:03:12,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,4,15
769,776,337,2023-01-06,2026-04-10 15:03:12,113.0,Edamame,Asian,5.0,0.4,5.4,4,15
770,777,338,2023-01-06,2026-04-10 15:18:26,129.0,Mushroom Ravioli,Italian,15.5,1.24,16.74,4,15
771,778,338,2023-01-06,2026-04-10 15:18:26,106.0,French Fries,American,7.0,0.56,7.5600000000000005,4,15
772,780,339,2023-01-06,2026-04-10 15:25:13,122.0,Chips & Salsa,Mexican,7.0,0.56,7.5600000000000005,4,15
773,781,340,2023-01-06,2026-04-10 15:35:32,118.0,Steak Burrito,Mexican,14.95,1.2,16.15,4,15
774,782,341,2023-01-06,2026-04-10 15:35:47,101.0,Hamburger,American,12.95,1.04,13.989999999999998,4,15
775,783,341,2023-01-06,2026-04-10 15:35:47,113.0,Edamame,Asian,5.0,0.4,5.4,4,15
776,784,342,2023-01-06,2026-04-10 15:44:12,120.0,Steak Torta,Mexican,13.95,1.12,15.07,4,15
777,785,342,2023-01-06,2026-04-10 15:44:12,105.0,Mac & Cheese,American,7.0,0.56,7.5600000000000005,4,15
778,786,343,2023-01-06,2026-04-10 15:45:37,124.0,Spaghetti,Italian,14.5,1.16,15.66,4,15
779,787,343,2023-01-06,2026-04-10 15:45:37,125.0,Spaghetti & Meatballs,Italian,17.95,1.44,19.39,4,15
780,788,344,2023-01-06,2026-04-10 16:01:11,110.0,Pork Ramen,Asian,17.95,1.44,19.39,4,16
781,789,345,2023-01-06,2026-04-10 16:01:47,118.0,Steak Burrito,Mexican,14.95,1.2,16.15,4,16
782,790,345,2023-01-06,2026-04-10 16:01:47,131.0,Chicken Parmesan,Italian,17.95,1.44,19.39,4,16
783,791,346,2023-01-06,2026-04-10 16:30:00,126.0,Fettuccine Alfredo,Italian,14.5,1.16,15.66,4,16
784,792,346,2023-01-06,2026-04-10 16:30:00,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,4,16
785,793,346,2023-01-06,2026-04-10 16:30:00,110.0,Pork Ramen,Asian,17.95,1.44,19.39,4,16
786,794,346,2023-01-06,2026-04-10 16:30:00,111.0,California Roll,Asian,11.95,0.96,12.91,4,16
787,795,347,2023-01-06,2026-04-10 16:37:17,131.0,Chicken Parmesan,Italian,17.95,1.44,19.39,4,16
788,796,347,2023-01-06,2026-04-10 16:37:17,106.0,French Fries,American,7.0,0.56,7.5600000000000005,4,16
789,797,347,2023-01-06,2026-04-10 16:37:17,132.0,Eggplant Parmesan,Italian,16.95,1.36,18.31,4,16
790,798,348,2023-01-06,2026-04-10 16:49:12,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,4,16
791,799,348,2023-01-06,2026-04-10 16:49:12,106.0,French Fries,American,7.0,0.56,7.5600000000000005,4,16
792,800,348,2023-01-06,2026-04-10 16:49:12,106.0,French Fries,American,7.0,0.56,7.5600000000000005,4,16
793,801,349,2023-01-06,2026-04-10 17:25:58,113.0,Edamame,Asian,5.0,0.4,5.4,4,17
794,802,350,2023-01-06,2026-04-10 17:37:05,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,4,17
795,803,350,2023-01-06,2026-04-10 17:37:05,113.0,Edamame,Asian,5.0,0.4,5.4,4,17
796,804,350,2023-01-06,2026-04-10 17:37:05,122.0,Chips & Salsa,Mexican,7.0,0.56,7.5600000000000005,4,17
797,805,351,2023-01-06,2026-04-10 17:37:29,107.0,Orange Chicken,Asian,16.5,1.32,17.82,4,17
798,806,351,2023-01-06,2026-04-10 17:37:29,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,4,17
799,807,352,2023-01-06,2026-04-10 17:45:48,107.0,Orange Chicken,Asian,16.5,1.32,17.82,4,17
800,808,352,2023-01-06,2026-04-10 17:45:48,110.0,Pork Ramen,Asian,17.95,1.44,19.39,4,17
801,809,353,2023-01-06,2026-04-10 17:59:48,101.0,Hamburger,American,12.95,1.04,13.989999999999998,4,17
802,810,353,2023-01-06,2026-04-10 17:59:48,102.0,Cheeseburger,American,13.95,1.12,15.07,4,17
803,811,353,2023-01-06,2026-04-10 17:59:48,119.0,Chicken Torta,Mexican,11.95,0.96,12.91,4,17
804,812,354,2023-01-06,2026-04-10 18:01:44,126.0,Fettuccine Alfredo,Italian,14.5,1.16,15.66,4,18
805,813,354,2023-01-06,2026-04-10 18:01:44,132.0,Eggplant Parmesan,Italian,16.95,1.36,18.31,4,18
806,814,355,2023-01-06,2026-04-10 18:14:45,103.0,Hot Dog,American,9.0,0.72,9.72,4,18
807,815,355,2023-01-06,2026-04-10 18:14:45,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,4,18
808,816,356,2023-01-06,2026-04-10 18:16:05,103.0,Hot Dog,American,9.0,0.72,9.72,4,18
809,817,357,2023-01-06,2026-04-10 18:27:58,102.0,Cheeseburger,American,13.95,1.12,15.07,4,18
810,818,357,2023-01-06,2026-04-10 18:27:58,105.0,Mac & Cheese,American,7.0,0.56,7.5600000000000005,4,18
811,819,357,2023-01-06,2026-04-10 18:27:58,131.0,Chicken Parmesan,Italian,17.95,1.44,19.39,4,18
812,820,358,2023-01-06,2026-04-10 18:30:12,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,4,18
813,821,359,2023-01-06,2026-04-10 18:33:08,126.0,Fettuccine Alfredo,Italian,14.5,1.16,15.66,4,18
814,822,359,2023-01-06,2026-04-10 18:33:08,106.0,French Fries,American,7.0,0.56,7.5600000000000005,4,18
815,823,360,2023-01-06,2026-04-10 18:50:38,101.0,Hamburger,American,12.95,1.04,13.989999999999998,4,18
816,824,360,2023-01-06,2026-04-10 18:50:38,126.0,Fettuccine Alfredo,Italian,14.5,1.16,15.66,4,18
817,825,360,2023-01-06,2026-04-10 18:50:38,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,4,18
818,826,361,2023-01-06,2026-04-10 19:12:38,107.0,Orange Chicken,Asian,16.5,1.32,17.82,4,19
819,827,361,2023-01-06,2026-04-10 19:12:38,110.0,Pork Ramen,Asian,17.95,1.44,19.39,4,19
820,828,362,2023-01-06,2026-04-10 19:13:36,101.0,Hamburger,American,12.95,1.04,13.989999999999998,4,19
821,829,362,2023-01-06,2026-04-10 19:13:36,129.0,Mushroom Ravioli,Italian,15.5,1.24,16.74,4,19
822,830,363,2023-01-06,2026-04-10 19:20:31,128.0,Cheese Lasagna,Italian,15.5,1.24,16.74,4,19
823,831,363,2023-01-06,2026-04-10 19:20:31,129.0,Mushroom Ravioli,Italian,15.5,1.24,16.74,4,19
824,832,364,2023-01-06,2026-04-10 19:27:24,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,4,19
825,834,365,2023-01-06,2026-04-10 19:37:26,125.0,Spaghetti & Meatballs,Italian,17.95,1.44,19.39,4,19
826,835,365,2023-01-06,2026-04-10 19:37:26,128.0,Cheese Lasagna,Italian,15.5,1.24,16.74,4,19
827,836,365,2023-01-06,2026-04-10 19:37:26,113.0,Edamame,Asian,5.0,0.4,5.4,4,19
828,837,366,2023-01-06,2026-04-10 20:04:20,110.0,Pork Ramen,Asian,17.95,1.44,19.39,4,20
829,838,367,2023-01-06,2026-04-10 20:05:12,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,4,20
830,839,367,2023-01-06,2026-04-10 20:05:12,131.0,Chicken Parmesan,Italian,17.95,1.44,19.39,4,20
831,840,368,2023-01-06,2026-04-10 20:28:16,130.0,Shrimp Scampi,Italian,19.95,1.6,21.55,4,20
832,841,368,2023-01-06,2026-04-10 20:28:16,106.0,French Fries,American,7.0,0.56,7.5600000000000005,4,20
833,842,369,2023-01-06,2026-04-10 20:30:06,131.0,Chicken Parmesan,Italian,17.95,1.44,19.39,4,20
834,843,370,2023-01-06,2026-04-10 21:02:30,125.0,Spaghetti & Meatballs,Italian,17.95,1.44,19.39,4,21
835,844,370,2023-01-06,2026-04-10 21:02:30,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,4,21
836,845,371,2023-01-06,2026-04-10 21:15:20,113.0,Edamame,Asian,5.0,0.4,5.4,4,21
837,846,372,2023-01-06,2026-04-10 22:26:59,131.0,Chicken Parmesan,Italian,17.95,1.44,19.39,4,22
838,847,373,2023-01-07,2026-04-10 11:45:18,104.0,Veggie Burger,American,10.5,0.84,11.34,5,11
839,848,373,2023-01-07,2026-04-10 11:45:18,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,5,11
840,849,373,2023-01-07,2026-04-10 11:45:18,120.0,Steak Torta,Mexican,13.95,1.12,15.07,5,11
841,850,374,2023-01-07,2026-04-10 11:55:59,107.0,Orange Chicken,Asian,16.5,1.32,17.82,5,11
842,851,374,2023-01-07,2026-04-10 11:55:59,103.0,Hot Dog,American,9.0,0.72,9.72,5,11
843,852,374,2023-01-07,2026-04-10 11:55:59,118.0,Steak Burrito,Mexican,14.95,1.2,16.15,5,11
844,853,375,2023-01-07,2026-04-10 11:58:36,129.0,Mushroom Ravioli,Italian,15.5,1.24,16.74,5,11
845,855,376,2023-01-07,2026-04-10 12:01:17,132.0,Eggplant Parmesan,Italian,16.95,1.36,18.31,5,12
846,856,377,2023-01-07,2026-04-10 12:03:18,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,5,12
847,857,377,2023-01-07,2026-04-10 12:03:18,106.0,French Fries,American,7.0,0.56,7.5600000000000005,5,12
848,858,378,2023-01-07,2026-04-10 12:19:37,127.0,Meat Lasagna,Italian,17.95,1.44,19.39,5,12
849,859,379,2023-01-07,2026-04-10 12:25:37,106.0,French Fries,American,7.0,0.56,7.5600000000000005,5,12
850,860,380,2023-01-07,2026-04-10 12:32:10,116.0,Steak Tacos,Mexican,13.95,1.12,15.07,5,12
851,861,380,2023-01-07,2026-04-10 12:32:10,102.0,Cheeseburger,American,13.95,1.12,15.07,5,12
852,862,381,2023-01-07,2026-04-10 12:33:06,105.0,Mac & Cheese,American,7.0,0.56,7.5600000000000005,5,12
853,863,382,2023-01-07,2026-04-10 12:33:07,106.0,French Fries,American,7.0,0.56,7.5600000000000005,5,12
854,864,382,2023-01-07,2026-04-10 12:33:07,132.0,Eggplant Parmesan,Italian,16.95,1.36,18.31,5,12
855,865,383,2023-01-07,2026-04-10 12:43:59,122.0,Chips & Salsa,Mexican,7.0,0.56,7.5600000000000005,5,12
856,866,384,2023-01-07,2026-04-10 12:51:46,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,5,12
857,867,384,2023-01-07,2026-04-10 12:51:46,110.0,Pork Ramen,Asian,17.95,1.44,19.39,5,12
858,868,384,2023-01-07,2026-04-10 12:51:46,128.0,Cheese Lasagna,Italian,15.5,1.24,16.74,5,12
859,869,384,2023-01-07,2026-04-10 12:51:46,114.0,Potstickers,Asian,9.0,0.72,9.72,5,12
860,870,385,2023-01-07,2026-04-10 12:54:19,132.0,Eggplant Parmesan,Italian,16.95,1.36,18.31,5,12
861,871,386,2023-01-07,2026-04-10 12:58:16,127.0,Meat Lasagna,Italian,17.95,1.44,19.39,5,12
862,872,386,2023-01-07,2026-04-10 12:58:16,121.0,Cheese Quesadillas,Mexican,10.5,0.84,11.34,5,12
863,873,386,2023-01-07,2026-04-10 12:58:16,106.0,French Fries,American,7.0,0.56,7.5600000000000005,5,12
864,874,387,2023-01-07,2026-04-10 13:03:14,101.0,Hamburger,American,12.95,1.04,13.989999999999998,5,13
865,875,387,2023-01-07,2026-04-10 13:03:14,107.0,Orange Chicken,Asian,16.5,1.32,17.82,5,13
866,876,387,2023-01-07,2026-04-10 13:03:14,104.0,Veggie Burger,American,10.5,0.84,11.34,5,13
867,877,387,2023-01-07,2026-04-10 13:03:14,124.0,Spaghetti,Italian,14.5,1.16,15.66,5,13
868,878,387,2023-01-07,2026-04-10 13:03:14,113.0,Edamame,Asian,5.0,0.4,5.4,5,13
869,879,387,2023-01-07,2026-04-10 13:03:14,122.0,Chips & Salsa,Mexican,7.0,0.56,7.5600000000000005,5,13
870,880,387,2023-01-07,2026-04-10 13:03:14,131.0,Chicken Parmesan,Italian,17.95,1.44,19.39,5,13
871,881,388,2023-01-07,2026-04-10 13:04:56,101.0,Hamburger,American,12.95,1.04,13.989999999999998,5,13
872,882,388,2023-01-07,2026-04-10 13:04:56,103.0,Hot Dog,American,9.0,0.72,9.72,5,13
873,883,388,2023-01-07,2026-04-10 13:04:56,128.0,Cheese Lasagna,Italian,15.5,1.24,16.74,5,13
874,884,388,2023-01-07,2026-04-10 13:04:56,132.0,Eggplant Parmesan,Italian,16.95,1.36,18.31,5,13
875,885,389,2023-01-07,2026-04-10 13:10:17,130.0,Shrimp Scampi,Italian,19.95,1.6,21.55,5,13
876,886,390,2023-01-07,2026-04-10 13:15:32,112.0,Salmon Roll,Asian,14.95,1.2,16.15,5,13
877,887,391,2023-01-07,2026-04-10 13:25:31,114.0,Potstickers,Asian,9.0,0.72,9.72,5,13
878,888,392,2023-01-07,2026-04-10 13:36:47,107.0,Orange Chicken,Asian,16.5,1.32,17.82,5,13
879,889,392,2023-01-07,2026-04-10 13:36:47,116.0,Steak Tacos,Mexican,13.95,1.12,15.07,5,13
880,890,392,2023-01-07,2026-04-10 13:36:47,102.0,Cheeseburger,American,13.95,1.12,15.07,5,13
881,891,392,2023-01-07,2026-04-10 13:36:47,113.0,Edamame,Asian,5.0,0.4,5.4,5,13
882,892,392,2023-01-07,2026-04-10 13:36:47,119.0,Chicken Torta,Mexican,11.95,0.96,12.91,5,13
883,893,392,2023-01-07,2026-04-10 13:36:47,120.0,Steak Torta,Mexican,13.95,1.12,15.07,5,13
884,894,392,2023-01-07,2026-04-10 13:36:47,121.0,Cheese Quesadillas,Mexican,10.5,0.84,11.34,5,13
885,895,392,2023-01-07,2026-04-10 13:36:47,122.0,Chips & Salsa,Mexican,7.0,0.56,7.5600000000000005,5,13
886,896,393,2023-01-07,2026-04-10 13:48:31,126.0,Fettuccine Alfredo,Italian,14.5,1.16,15.66,5,13
887,897,393,2023-01-07,2026-04-10 13:48:31,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,5,13
888,898,394,2023-01-07,2026-04-10 14:02:18,107.0,Orange Chicken,Asian,16.5,1.32,17.82,5,14
889,899,394,2023-01-07,2026-04-10 14:02:18,104.0,Veggie Burger,American,10.5,0.84,11.34,5,14
890,900,394,2023-01-07,2026-04-10 14:02:18,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,5,14
891,901,394,2023-01-07,2026-04-10 14:02:18,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,5,14
892,902,394,2023-01-07,2026-04-10 14:02:18,112.0,Salmon Roll,Asian,14.95,1.2,16.15,5,14
893,903,394,2023-01-07,2026-04-10 14:02:18,113.0,Edamame,Asian,5.0,0.4,5.4,5,14
894,904,394,2023-01-07,2026-04-10 14:02:18,113.0,Edamame,Asian,5.0,0.4,5.4,5,14
895,905,394,2023-01-07,2026-04-10 14:02:18,120.0,Steak Torta,Mexican,13.95,1.12,15.07,5,14
896,906,394,2023-01-07,2026-04-10 14:02:18,122.0,Chips & Salsa,Mexican,7.0,0.56,7.5600000000000005,5,14
897,907,394,2023-01-07,2026-04-10 14:02:18,130.0,Shrimp Scampi,Italian,19.95,1.6,21.55,5,14
898,908,394,2023-01-07,2026-04-10 14:02:18,106.0,French Fries,American,7.0,0.56,7.5600000000000005,5,14
899,909,394,2023-01-07,2026-04-10 14:02:18,132.0,Eggplant Parmesan,Italian,16.95,1.36,18.31,5,14
900,910,395,2023-01-07,2026-04-10 14:11:08,111.0,California Roll,Asian,11.95,0.96,12.91,5,14
901,911,396,2023-01-07,2026-04-10 14:12:21,131.0,Chicken Parmesan,Italian,17.95,1.44,19.39,5,14
902,912,397,2023-01-07,2026-04-10 14:31:10,124.0,Spaghetti,Italian,14.5,1.16,15.66,5,14
903,913,397,2023-01-07,2026-04-10 14:31:10,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,5,14
904,914,397,2023-01-07,2026-04-10 14:31:10,113.0,Edamame,Asian,5.0,0.4,5.4,5,14
905,915,398,2023-01-07,2026-04-10 14:56:26,113.0,Edamame,Asian,5.0,0.4,5.4,5,14
906,916,399,2023-01-07,2026-04-10 15:47:49,101.0,Hamburger,American,12.95,1.04,13.989999999999998,5,15
907,917,399,2023-01-07,2026-04-10 15:47:49,102.0,Cheeseburger,American,13.95,1.12,15.07,5,15
908,918,399,2023-01-07,2026-04-10 15:47:49,125.0,Spaghetti & Meatballs,Italian,17.95,1.44,19.39,5,15
909,919,399,2023-01-07,2026-04-10 15:47:49,114.0,Potstickers,Asian,9.0,0.72,9.72,5,15
910,920,400,2023-01-07,2026-04-10 16:03:07,113.0,Edamame,Asian,5.0,0.4,5.4,5,16
911,921,400,2023-01-07,2026-04-10 16:03:07,106.0,French Fries,American,7.0,0.56,7.5600000000000005,5,16
912,922,401,2023-01-07,2026-04-10 16:08:35,132.0,Eggplant Parmesan,Italian,16.95,1.36,18.31,5,16
913,923,402,2023-01-07,2026-04-10 16:24:46,125.0,Spaghetti & Meatballs,Italian,17.95,1.44,19.39,5,16
914,924,402,2023-01-07,2026-04-10 16:24:46,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,5,16
915,925,403,2023-01-07,2026-04-10 16:26:10,101.0,Hamburger,American,12.95,1.04,13.989999999999998,5,16
916,926,403,2023-01-07,2026-04-10 16:26:10,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,5,16
917,927,403,2023-01-07,2026-04-10 16:26:10,119.0,Chicken Torta,Mexican,11.95,0.96,12.91,5,16
918,928,404,2023-01-07,2026-04-10 16:39:27,104.0,Veggie Burger,American,10.5,0.84,11.34,5,16
919,929,405,2023-01-07,2026-04-10 16:44:16,120.0,Steak Torta,Mexican,13.95,1.12,15.07,5,16
920,930,406,2023-01-07,2026-04-10 16:50:49,103.0,Hot Dog,American,9.0,0.72,9.72,5,16
921,931,406,2023-01-07,2026-04-10 16:50:49,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,5,16
922,932,406,2023-01-07,2026-04-10 16:50:49,127.0,Meat Lasagna,Italian,17.95,1.44,19.39,5,16
923,933,407,2023-01-07,2026-04-10 16:56:42,102.0,Cheeseburger,American,13.95,1.12,15.07,5,16
924,934,407,2023-01-07,2026-04-10 16:56:42,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,5,16
925,935,407,2023-01-07,2026-04-10 16:56:42,113.0,Edamame,Asian,5.0,0.4,5.4,5,16
926,936,408,2023-01-07,2026-04-10 17:09:09,115.0,Chicken Tacos,Mexican,11.95,0.96,12.91,5,17
927,937,408,2023-01-07,2026-04-10 17:09:09,118.0,Steak Burrito,Mexican,14.95,1.2,16.15,5,17
928,938,409,2023-01-07,2026-04-10 17:15:04,113.0,Edamame,Asian,5.0,0.4,5.4,5,17
929,939,410,2023-01-07,2026-04-10 17:33:49,107.0,Orange Chicken,Asian,16.5,1.32,17.82,5,17
930,940,410,2023-01-07,2026-04-10 17:33:49,128.0,Cheese Lasagna,Italian,15.5,1.24,16.74,5,17
931,942,411,2023-01-07,2026-04-10 17:58:09,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,5,17
932,943,411,2023-01-07,2026-04-10 17:58:09,105.0,Mac & Cheese,American,7.0,0.56,7.5600000000000005,5,17
933,944,412,2023-01-07,2026-04-10 18:07:46,115.0,Chicken Tacos,Mexican,11.95,0.96,12.91,5,18
934,945,412,2023-01-07,2026-04-10 18:07:46,123.0,Chips & Guacamole,Mexican,9.0,0.72,9.72,5,18
935,946,413,2023-01-07,2026-04-10 18:11:32,114.0,Potstickers,Asian,9.0,0.72,9.72,5,18
936,947,414,2023-01-07,2026-04-10 18:13:22,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,5,18
937,948,414,2023-01-07,2026-04-10 18:13:22,124.0,Spaghetti,Italian,14.5,1.16,15.66,5,18
938,949,414,2023-01-07,2026-04-10 18:13:22,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,5,18
939,950,415,2023-01-07,2026-04-10 18:16:23,102.0,Cheeseburger,American,13.95,1.12,15.07,5,18
940,951,416,2023-01-07,2026-04-10 18:17:42,131.0,Chicken Parmesan,Italian,17.95,1.44,19.39,5,18
941,952,417,2023-01-07,2026-04-10 18:24:40,113.0,Edamame,Asian,5.0,0.4,5.4,5,18
942,953,418,2023-01-07,2026-04-10 18:40:11,104.0,Veggie Burger,American,10.5,0.84,11.34,5,18
943,954,418,2023-01-07,2026-04-10 18:40:11,120.0,Steak Torta,Mexican,13.95,1.12,15.07,5,18
944,955,419,2023-01-07,2026-04-10 19:02:31,101.0,Hamburger,American,12.95,1.04,13.989999999999998,5,19
945,956,419,2023-01-07,2026-04-10 19:02:31,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,5,19
946,957,419,2023-01-07,2026-04-10 19:02:31,127.0,Meat Lasagna,Italian,17.95,1.44,19.39,5,19
947,958,419,2023-01-07,2026-04-10 19:02:31,132.0,Eggplant Parmesan,Italian,16.95,1.36,18.31,5,19
948,959,420,2023-01-07,2026-04-10 19:04:40,124.0,Spaghetti,Italian,14.5,1.16,15.66,5,19
949,960,420,2023-01-07,2026-04-10 19:04:40,112.0,Salmon Roll,Asian,14.95,1.2,16.15,5,19
950,961,421,2023-01-07,2026-04-10 19:21:58,101.0,Hamburger,American,12.95,1.04,13.989999999999998,5,19
951,962,421,2023-01-07,2026-04-10 19:21:58,116.0,Steak Tacos,Mexican,13.95,1.12,15.07,5,19
952,963,421,2023-01-07,2026-04-10 19:21:58,104.0,Veggie Burger,American,10.5,0.84,11.34,5,19
953,964,422,2023-01-07,2026-04-10 19:30:25,125.0,Spaghetti & Meatballs,Italian,17.95,1.44,19.39,5,19
954,965,422,2023-01-07,2026-04-10 19:30:25,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,5,19
955,966,422,2023-01-07,2026-04-10 19:30:25,131.0,Chicken Parmesan,Italian,17.95,1.44,19.39,5,19
956,967,423,2023-01-07,2026-04-10 19:45:07,117.0,Chicken Burrito,Mexican,12.95,1.04,13.989999999999998,5,19
957,968,423,2023-01-07,2026-04-10 19:45:07,120.0,Steak Torta,Mexican,13.95,1.12,15.07,5,19
958,969,424,2023-01-07,2026-04-10 20:01:28,113.0,Edamame,Asian,5.0,0.4,5.4,5,20
959,970,425,2023-01-07,2026-04-10 20:21:19,121.0,Cheese Quesadillas,Mexican,10.5,0.84,11.34,5,20
960,971,426,2023-01-07,2026-04-10 20:25:45,108.0,Tofu Pad Thai,Asian,14.5,1.16,15.66,5,20
961,972,426,2023-01-07,2026-04-10 20:25:45,120.0,Steak Torta,Mexican,13.95,1.12,15.07,5,20
962,973,426,2023-01-07,2026-04-10 20:25:45,121.0,Cheese Quesadillas,Mexican,10.5,0.84,11.34,5,20
963,974,427,2023-01-07,2026-04-10 21:49:00,131.0,Chicken Parmesan,Italian,17.95,1.44,19.39,5,21
964,975,428,2023-01-07,2026-04-10 22:05:00,116.0,Steak Tacos,Mexican,13.95,1.12,15.07,5,22
965,976,428,2023-01-07,2026-04-10 22:05:00,110.0,Pork Ramen,Asian,17.95,1.44,19.39,5,22
966,977,429,2023-01-07,2026-04-10 22:16:53,122.0,Chips & Salsa,Mexican,7.0,0.56,7.5600000000000005,5,22
967,978,430,2023-01-07,2026-04-10 22:46:13,126.0,Fettuccine Alfredo,Italian,14.5,1.16,15.66,5,22
968,979,430,2023-01-07,2026-04-10 22:46:13,120.0,Steak Torta,Mexican,13.95,1.12,15.07,5,22
969,980,431,2023-01-08,2026-04-10 11:17:13,107.0,Orange Chicken,Asian,16.5,1.32,17.82,6,11
970,981,431,2023-01-08,2026-04-10 11:17:13,103.0,Hot Dog,American,9.0,0.72,9.72,6,11
971,982,431,2023-01-08,2026-04-10 11:17:13,125.0,Spaghetti & Meatballs,Italian,17.95,1.44,19.39,6,11
972,983,431,2023-01-08,2026-04-10 11:17:13,109.0,Korean Beef Bowl,Asian,17.95,1.44,19.39,6,11
973,984,432,2023-01-08,2026-04-10 11:39:07,110.0,Pork Ramen,Asian,17.95,1.44,19.39,6,11
974,985,432,2023-01-08,2026-04-10 11:39:07,106.0,French Fries,American,7.0,0.56,7.5600000000000005,6,11
975,986,432,2023-01-08,2026-04-10 11:39:07,132.0,Eggplant Parmesan,Italian,16.95,1.36,18.31,6,11
976,987,433,2023-01-08,2026-04-10 11:49:50,122.0,Chips & Salsa,Mexican,7.0,0.56,7.5600000000000005,6,11
977,988,434,2023-01-08,2026-04-10 11:54:14,111.0,California Roll,Asian,11.95,0.96,12.91,6,11
